Rank,Win.Points,Loss.Points,n.win,n.loss,total
18325,227,58,NA,311,NA
18326,227,59,NA,276,NA
18327,227,60,NA,328,NA
18328,227,61,NA,326,NA
18329,227,62,NA,368,NA
18330,227,63,NA,343,NA
18331,227,64,NA,340,NA
18332,227,65,NA,356,NA
18333,227,66,NA,351,NA
18334,227,67,NA,397,NA
18335,227,68,NA,362,NA
18336,227,69,NA,360,NA
18337,227,70,NA,397,NA
18338,227,71,NA,403,NA
18339,227,72,NA,404,NA
18340,227,73,NA,423,NA
18341,227,74,NA,399,NA
18342,227,75,NA,425,NA
18343,227,76,NA,415,NA
18344,227,77,NA,392,NA
18345,227,78,NA,422,NA
18346,227,79,NA,453,NA
18347,227,80,NA,422,NA
18348,227,81,NA,390,NA
18349,227,82,NA,420,NA
18350,227,83,NA,427,NA
18351,227,84,NA,420,NA
18352,227,85,NA,401,NA
18353,227,86,NA,357,NA
18354,227,87,NA,431,NA
18355,227,88,NA,382,NA
18356,227,89,NA,377,NA
18357,227,90,NA,382,NA
18358,227,91,NA,358,NA
18359,227,92,NA,374,NA
18360,227,93,NA,375,NA
18361,227,94,NA,401,NA
18362,227,95,NA,349,NA
18363,227,96,NA,358,NA
18364,227,97,NA,333,NA
18365,227,98,NA,353,NA
18366,227,99,NA,349,NA
18367,227,100,NA,357,NA
18368,227,101,NA,329,NA
18369,227,102,NA,290,NA
18370,227,103,NA,303,NA
18371,227,104,NA,338,NA
18372,227,105,NA,310,NA
18373,227,106,NA,296,NA
18374,227,107,NA,282,NA
18375,227,108,NA,262,NA
18376,227,109,NA,256,NA
18377,227,110,NA,290,NA
18378,227,111,NA,249,NA
18379,227,112,NA,237,NA
18380,227,113,NA,234,NA
18381,227,114,NA,194,NA
18382,227,115,NA,208,NA
18383,227,116,NA,212,NA
18384,227,117,NA,207,NA
18385,227,118,NA,199,NA
18386,227,119,NA,211,NA
18387,227,120,NA,178,NA
18388,227,121,NA,166,NA
18389,227,122,NA,179,NA
18390,227,123,NA,173,NA
18391,227,124,NA,154,NA
18392,227,125,NA,173,NA
18393,227,126,NA,152,NA
18394,227,127,NA,152,NA
18395,227,128,NA,134,NA
18396,227,129,NA,142,NA
18397,227,130,NA,104,NA
18398,227,131,NA,110,NA
18399,227,132,NA,115,NA
18400,227,133,NA,126,NA
18401,227,134,NA,106,NA
18402,227,135,NA,96,NA
18403,227,136,NA,93,NA
18404,227,137,NA,96,NA
18405,227,138,NA,70,NA
18406,227,139,NA,78,NA
18407,227,140,NA,82,NA
18408,227,141,NA,77,NA
18409,227,142,NA,61,NA
18410,227,143,NA,71,NA
18411,227,144,NA,67,NA
18412,227,145,NA,68,NA
18413,227,146,NA,59,NA
18414,227,147,NA,51,NA
18415,227,148,NA,45,NA
18416,227,149,NA,63,NA
18417,227,150,NA,44,NA
18418,227,151,NA,64,NA
18419,227,152,NA,33,NA
18420,227,153,NA,49,NA
18421,227,154,NA,50,NA
18422,227,155,NA,48,NA
18423,227,156,NA,48,NA
18424,227,157,NA,39,NA
18425,227,158,NA,26,NA
18426,227,159,NA,39,NA
18427,227,160,NA,35,NA
18428,227,161,NA,29,NA
18429,227,162,NA,22,NA
18430,227,163,NA,34,NA
18431,227,164,NA,21,NA
18432,228,4,1,NA,NA
18433,229,4,1,NA,NA
18434,230,1,NA,1,NA
18435,230,2,NA,3,NA
18436,230,3,NA,2,NA
18437,230,4,NA,NA,NA
18438,230,5,NA,1,NA
18439,230,6,NA,4,NA
18440,230,7,NA,4,NA
18441,230,8,NA,10,NA
18442,230,9,NA,12,NA
18443,230,10,NA,10,NA
18444,230,11,NA,6,NA
18445,230,12,NA,5,NA
18446,230,13,NA,15,NA
18447,230,14,NA,11,NA
18448,230,15,NA,15,NA
18449,230,16,NA,19,NA
18450,230,17,NA,15,NA
18451,230,18,NA,30,NA
18452,230,19,NA,23,NA
18453,230,20,NA,28,NA
18454,230,21,NA,29,NA
18455,230,22,NA,40,NA
18456,230,23,NA,47,NA
18457,230,24,NA,53,NA
18458,230,25,NA,52,NA
18459,230,26,NA,59,NA
18460,230,27,NA,63,NA
18461,230,28,NA,68,NA
18462,230,29,NA,74,NA
18463,230,30,NA,86,NA
18464,230,31,NA,87,NA
18465,230,32,NA,72,NA
18466,230,33,NA,96,NA
18467,230,34,NA,100,NA
18468,230,35,NA,99,NA
18469,230,36,NA,123,NA
18470,230,37,NA,126,NA
18471,230,38,NA,134,NA
18472,230,39,NA,138,NA
18473,230,40,NA,135,NA
18474,230,41,NA,159,NA
18475,230,42,NA,152,NA
18476,230,43,NA,171,NA
18477,230,44,NA,193,NA
18478,230,45,NA,202,NA
18479,230,46,NA,201,NA
18480,230,47,NA,184,NA
18481,230,48,NA,227,NA
18482,230,49,NA,237,NA
18483,230,50,NA,249,NA
18484,230,51,NA,263,NA
18485,230,52,NA,237,NA
18486,230,53,NA,258,NA
18487,230,54,NA,300,NA
18488,230,55,NA,298,NA
18489,230,56,NA,329,NA
18490,230,57,NA,309,NA
18491,230,58,NA,311,NA
18492,230,59,NA,276,NA
18493,230,60,NA,328,NA
18494,230,61,NA,326,NA
18495,230,62,NA,368,NA
18496,230,63,NA,343,NA
18497,230,64,NA,340,NA
18498,230,65,NA,356,NA
18499,230,66,NA,351,NA
18500,230,67,NA,397,NA
18501,230,68,NA,362,NA
18502,230,69,NA,360,NA
18503,230,70,NA,397,NA
18504,230,71,NA,403,NA
18505,230,72,NA,404,NA
18506,230,73,NA,423,NA
18507,230,74,NA,399,NA
18508,230,75,NA,425,NA
18509,230,76,NA,415,NA
18510,230,77,NA,392,NA
18511,230,78,NA,422,NA
18512,230,79,NA,453,NA
18513,230,80,NA,422,NA
18514,230,81,NA,390,NA
18515,230,82,NA,420,NA
18516,230,83,NA,427,NA
18517,230,84,NA,420,NA
18518,230,85,NA,401,NA
18519,230,86,NA,357,NA
18520,230,87,NA,431,NA
18521,230,88,NA,382,NA
18522,230,89,NA,377,NA
18523,230,90,NA,382,NA
18524,230,91,NA,358,NA
18525,230,92,NA,374,NA
18526,230,93,NA,375,NA
18527,230,94,NA,401,NA
18528,230,95,NA,349,NA
18529,230,96,NA,358,NA
18530,230,97,NA,333,NA
18531,230,98,NA,353,NA
18532,230,99,NA,349,NA
18533,230,100,NA,357,NA
18534,230,101,NA,329,NA
18535,230,102,NA,290,NA
18536,230,103,NA,303,NA
18537,230,104,NA,338,NA
18538,230,105,NA,310,NA
18539,230,106,NA,296,NA
18540,230,107,NA,282,NA
18541,230,108,NA,262,NA
18542,230,109,NA,256,NA
18543,230,110,NA,290,NA
18544,230,111,NA,249,NA
18545,230,112,NA,237,NA
18546,230,113,NA,234,NA
18547,230,114,NA,194,NA
18548,230,115,NA,208,NA
18549,230,116,NA,212,NA
18550,230,117,NA,207,NA
18551,230,118,NA,199,NA
18552,230,119,NA,211,NA
18553,230,120,NA,178,NA
18554,230,121,NA,166,NA
18555,230,122,NA,179,NA
18556,230,123,NA,173,NA
18557,230,124,NA,154,NA
18558,230,125,NA,173,NA
18559,230,126,NA,152,NA
18560,230,127,NA,152,NA
18561,230,128,NA,134,NA
18562,230,129,NA,142,NA
18563,230,130,NA,104,NA
18564,230,131,NA,110,NA
18565,230,132,NA,115,NA
18566,230,133,NA,126,NA
18567,230,134,NA,106,NA
18568,230,135,NA,96,NA
18569,230,136,NA,93,NA
18570,230,137,NA,96,NA
18571,230,138,NA,70,NA
18572,230,139,NA,78,NA
18573,230,140,NA,82,NA
18574,230,141,NA,77,NA
18575,230,142,NA,61,NA
18576,230,143,NA,71,NA
18577,230,144,NA,67,NA
18578,230,145,NA,68,NA
18579,230,146,NA,59,NA
18580,230,147,NA,51,NA
18581,230,148,NA,45,NA
18582,230,149,NA,63,NA
18583,230,150,NA,44,NA
18584,230,151,NA,64,NA
18585,230,152,NA,33,NA
18586,230,153,NA,49,NA
18587,230,154,NA,50,NA
18588,230,155,NA,48,NA
18589,230,156,NA,48,NA
18590,230,157,NA,39,NA
18591,230,158,NA,26,NA
18592,230,159,NA,39,NA
18593,230,160,NA,35,NA
18594,230,161,NA,29,NA
18595,230,162,NA,22,NA
18596,230,163,NA,34,NA
18597,230,164,NA,21,NA
18598,231,4,1,NA,NA
18599,232,1,NA,1,NA
18600,232,2,NA,3,NA
18601,232,3,NA,2,NA
18602,232,4,NA,NA,NA
18603,232,5,NA,1,NA
18604,232,6,NA,4,NA
18605,232,7,NA,4,NA
18606,232,8,NA,10,NA
18607,232,9,NA,12,NA
18608,232,10,NA,10,NA
18609,232,11,NA,6,NA
18610,232,12,NA,5,NA
18611,232,13,NA,15,NA
18612,232,14,NA,11,NA
18613,232,15,NA,15,NA
18614,232,16,NA,19,NA
18615,232,17,NA,15,NA
18616,232,18,NA,30,NA
18617,232,19,NA,23,NA
18618,232,20,NA,28,NA
18619,232,21,NA,29,NA
18620,232,22,NA,40,NA
18621,232,23,NA,47,NA
18622,232,24,NA,53,NA
18623,232,25,NA,52,NA
18624,232,26,NA,59,NA
18625,232,27,NA,63,NA
18626,232,28,NA,68,NA
18627,232,29,NA,74,NA
18628,232,30,NA,86,NA
18629,232,31,NA,87,NA
18630,232,32,NA,72,NA
18631,232,33,NA,96,NA
18632,232,34,NA,100,NA
18633,232,35,NA,99,NA
18634,232,36,NA,123,NA
18635,232,37,NA,126,NA
18636,232,38,NA,134,NA
18637,232,39,NA,138,NA
18638,232,40,NA,135,NA
18639,232,41,NA,159,NA
18640,232,42,NA,152,NA
18641,232,43,NA,171,NA
18642,232,44,NA,193,NA
18643,232,45,NA,202,NA
18644,232,46,NA,201,NA
18645,232,47,NA,184,NA
18646,232,48,NA,227,NA
18647,232,49,NA,237,NA
18648,232,50,NA,249,NA
18649,232,51,NA,263,NA
18650,232,52,NA,237,NA
18651,232,53,NA,258,NA
18652,232,54,NA,300,NA
18653,232,55,NA,298,NA
18654,232,56,NA,329,NA
18655,232,57,NA,309,NA
18656,232,58,NA,311,NA
18657,232,59,NA,276,NA
18658,232,60,NA,328,NA
18659,232,61,NA,326,NA
18660,232,62,NA,368,NA
18661,232,63,NA,343,NA
18662,232,64,NA,340,NA
18663,232,65,NA,356,NA
18664,232,66,NA,351,NA
18665,232,67,NA,397,NA
18666,232,68,NA,362,NA
18667,232,69,NA,360,NA
18668,232,70,NA,397,NA
18669,232,71,NA,403,NA
18670,232,72,NA,404,NA
18671,232,73,NA,423,NA
18672,232,74,NA,399,NA
18673,232,75,NA,425,NA
18674,232,76,NA,415,NA
18675,232,77,NA,392,NA
18676,232,78,NA,422,NA
18677,232,79,NA,453,NA
18678,232,80,NA,422,NA
18679,232,81,NA,390,NA
18680,232,82,NA,420,NA
18681,232,83,NA,427,NA
18682,232,84,NA,420,NA
18683,232,85,NA,401,NA
18684,232,86,NA,357,NA
18685,232,87,NA,431,NA
18686,232,88,NA,382,NA
18687,232,89,NA,377,NA
18688,232,90,NA,382,NA
18689,232,91,NA,358,NA
18690,232,92,NA,374,NA
18691,232,93,NA,375,NA
18692,232,94,NA,401,NA
18693,232,95,NA,349,NA
18694,232,96,NA,358,NA
18695,232,97,NA,333,NA
18696,232,98,NA,353,NA
18697,232,99,NA,349,NA
18698,232,100,NA,357,NA
18699,232,101,NA,329,NA
18700,232,102,NA,290,NA
18701,232,103,NA,303,NA
18702,232,104,NA,338,NA
18703,232,105,NA,310,NA
18704,232,106,NA,296,NA
18705,232,107,NA,282,NA
18706,232,108,NA,262,NA
18707,232,109,NA,256,NA
18708,232,110,NA,290,NA
18709,232,111,NA,249,NA
18710,232,112,NA,237,NA
18711,232,113,NA,234,NA
18712,232,114,NA,194,NA
18713,232,115,NA,208,NA
18714,232,116,NA,212,NA
18715,232,117,NA,207,NA
18716,232,118,NA,199,NA
18717,232,119,NA,211,NA
18718,232,120,NA,178,NA
18719,232,121,NA,166,NA
18720,232,122,NA,179,NA
18721,232,123,NA,173,NA
18722,232,124,NA,154,NA
18723,232,125,NA,173,NA
18724,232,126,NA,152,NA
18725,232,127,NA,152,NA
18726,232,128,NA,134,NA
18727,232,129,NA,142,NA
18728,232,130,NA,104,NA
18729,232,131,NA,110,NA
18730,232,132,NA,115,NA
18731,232,133,NA,126,NA
18732,232,134,NA,106,NA
18733,232,135,NA,96,NA
18734,232,136,NA,93,NA
18735,232,137,NA,96,NA
18736,232,138,NA,70,NA
18737,232,139,NA,78,NA
18738,232,140,NA,82,NA
18739,232,141,NA,77,NA
18740,232,142,NA,61,NA
18741,232,143,NA,71,NA
18742,232,144,NA,67,NA
18743,232,145,NA,68,NA
18744,232,146,NA,59,NA
18745,232,147,NA,51,NA
18746,232,148,NA,45,NA
18747,232,149,NA,63,NA
18748,232,150,NA,44,NA
18749,232,151,NA,64,NA
18750,232,152,NA,33,NA
18751,232,153,NA,49,NA
18752,232,154,NA,50,NA
18753,232,155,NA,48,NA
18754,232,156,NA,48,NA
18755,232,157,NA,39,NA
18756,232,158,NA,26,NA
18757,232,159,NA,39,NA
18758,232,160,NA,35,NA
18759,232,161,NA,29,NA
18760,232,162,NA,22,NA
18761,232,163,NA,34,NA
18762,232,164,NA,21,NA
18763,233,4,1,NA,NA
18764,234,1,NA,1,NA
18765,234,2,NA,3,NA
18766,234,3,NA,2,NA
18767,234,4,NA,NA,NA
18768,234,5,NA,1,NA
18769,234,6,NA,4,NA
18770,234,7,NA,4,NA
18771,234,8,NA,10,NA
18772,234,9,NA,12,NA
18773,234,10,NA,10,NA
18774,234,11,NA,6,NA
18775,234,12,NA,5,NA
18776,234,13,NA,15,NA
18777,234,14,NA,11,NA
18778,234,15,NA,15,NA
18779,234,16,NA,19,NA
18780,234,17,NA,15,NA
18781,234,18,NA,30,NA
18782,234,19,NA,23,NA
18783,234,20,NA,28,NA
18784,234,21,NA,29,NA
18785,234,22,NA,40,NA
18786,234,23,NA,47,NA
18787,234,24,NA,53,NA
18788,234,25,NA,52,NA
18789,234,26,NA,59,NA
18790,234,27,NA,63,NA
18791,234,28,NA,68,NA
18792,234,29,NA,74,NA
18793,234,30,NA,86,NA
18794,234,31,NA,87,NA
18795,234,32,NA,72,NA
18796,234,33,NA,96,NA
18797,234,34,NA,100,NA
18798,234,35,NA,99,NA
18799,234,36,NA,123,NA
18800,234,37,NA,126,NA
18801,234,38,NA,134,NA
18802,234,39,NA,138,NA
18803,234,40,NA,135,NA
18804,234,41,NA,159,NA
18805,234,42,NA,152,NA
18806,234,43,NA,171,NA
18807,234,44,NA,193,NA
18808,234,45,NA,202,NA
18809,234,46,NA,201,NA
18810,234,47,NA,184,NA
18811,234,48,NA,227,NA
18812,234,49,NA,237,NA
18813,234,50,NA,249,NA
18814,234,51,NA,263,NA
18815,234,52,NA,237,NA
18816,234,53,NA,258,NA
18817,234,54,NA,300,NA
18818,234,55,NA,298,NA
18819,234,56,NA,329,NA
18820,234,57,NA,309,NA
18821,234,58,NA,311,NA
18822,234,59,NA,276,NA
18823,234,60,NA,328,NA
18824,234,61,NA,326,NA
18825,234,62,NA,368,NA
18826,234,63,NA,343,NA
18827,234,64,NA,340,NA
18828,234,65,NA,356,NA
18829,234,66,NA,351,NA
18830,234,67,NA,397,NA
18831,234,68,NA,362,NA
18832,234,69,NA,360,NA
18833,234,70,NA,397,NA
18834,234,71,NA,403,NA
18835,234,72,NA,404,NA
18836,234,73,NA,423,NA
18837,234,74,NA,399,NA
18838,234,75,NA,425,NA
18839,234,76,NA,415,NA
18840,234,77,NA,392,NA
18841,234,78,NA,422,NA
18842,234,79,NA,453,NA
18843,234,80,NA,422,NA
18844,234,81,NA,390,NA
18845,234,82,NA,420,NA
18846,234,83,NA,427,NA
18847,234,84,NA,420,NA
18848,234,85,NA,401,NA
18849,234,86,NA,357,NA
18850,234,87,NA,431,NA
18851,234,88,NA,382,NA
18852,234,89,NA,377,NA
18853,234,90,NA,382,NA
18854,234,91,NA,358,NA
18855,234,92,NA,374,NA
18856,234,93,NA,375,NA
18857,234,94,NA,401,NA
18858,234,95,NA,349,NA
18859,234,96,NA,358,NA
18860,234,97,NA,333,NA
18861,234,98,NA,353,NA
18862,234,99,NA,349,NA
18863,234,100,NA,357,NA
18864,234,101,NA,329,NA
18865,234,102,NA,290,NA
18866,234,103,NA,303,NA
18867,234,104,NA,338,NA
18868,234,105,NA,310,NA
18869,234,106,NA,296,NA
18870,234,107,NA,282,NA
18871,234,108,NA,262,NA
18872,234,109,NA,256,NA
18873,234,110,NA,290,NA
18874,234,111,NA,249,NA
18875,234,112,NA,237,NA
18876,234,113,NA,234,NA
18877,234,114,NA,194,NA
18878,234,115,NA,208,NA
18879,234,116,NA,212,NA
18880,234,117,NA,207,NA
18881,234,118,NA,199,NA
18882,234,119,NA,211,NA
18883,234,120,NA,178,NA
18884,234,121,NA,166,NA
18885,234,122,NA,179,NA
18886,234,123,NA,173,NA
18887,234,124,NA,154,NA
18888,234,125,NA,173,NA
18889,234,126,NA,152,NA
18890,234,127,NA,152,NA
18891,234,128,NA,134,NA
18892,234,129,NA,142,NA
18893,234,130,NA,104,NA
18894,234,131,NA,110,NA
18895,234,132,NA,115,NA
18896,234,133,NA,126,NA
18897,234,134,NA,106,NA
18898,234,135,NA,96,NA
18899,234,136,NA,93,NA
18900,234,137,NA,96,NA
18901,234,138,NA,70,NA
18902,234,139,NA,78,NA
18903,234,140,NA,82,NA
18904,234,141,NA,77,NA
18905,234,142,NA,61,NA
18906,234,143,NA,71,NA
18907,234,144,NA,67,NA
18908,234,145,NA,68,NA
18909,234,146,NA,59,NA
18910,234,147,NA,51,NA
18911,234,148,NA,45,NA
18912,234,149,NA,63,NA
18913,234,150,NA,44,NA
18914,234,151,NA,64,NA
18915,234,152,NA,33,NA
18916,234,153,NA,49,NA
18917,234,154,NA,50,NA
18918,234,155,NA,48,NA
18919,234,156,NA,48,NA
18920,234,157,NA,39,NA
18921,234,158,NA,26,NA
18922,234,159,NA,39,NA
18923,234,160,NA,35,NA
18924,234,161,NA,29,NA
18925,234,162,NA,22,NA
18926,234,163,NA,34,NA
18927,234,164,NA,21,NA
18928,235,1,NA,1,NA
18929,235,2,NA,3,NA
18930,235,3,NA,2,NA
18931,235,4,NA,NA,NA
18932,235,5,NA,1,NA
18933,235,6,NA,4,NA
18934,235,7,NA,4,NA
18935,235,8,NA,10,NA
18936,235,9,NA,12,NA
18937,235,10,NA,10,NA
18938,235,11,NA,6,NA
18939,235,12,NA,5,NA
18940,235,13,NA,15,NA
18941,235,14,NA,11,NA
18942,235,15,NA,15,NA
18943,235,16,NA,19,NA
18944,235,17,NA,15,NA
18945,235,18,NA,30,NA
18946,235,19,NA,23,NA
18947,235,20,NA,28,NA
18948,235,21,NA,29,NA
18949,235,22,NA,40,NA
18950,235,23,NA,47,NA
18951,235,24,NA,53,NA
18952,235,25,NA,52,NA
18953,235,26,NA,59,NA
18954,235,27,NA,63,NA
18955,235,28,NA,68,NA
18956,235,29,NA,74,NA
18957,235,30,NA,86,NA
18958,235,31,NA,87,NA
18959,235,32,NA,72,NA
18960,235,33,NA,96,NA
18961,235,34,NA,100,NA
18962,235,35,NA,99,NA
18963,235,36,NA,123,NA
18964,235,37,NA,126,NA
18965,235,38,NA,134,NA
18966,235,39,NA,138,NA
18967,235,40,NA,135,NA
18968,235,41,NA,159,NA
18969,235,42,NA,152,NA
18970,235,43,NA,171,NA
18971,235,44,NA,193,NA
18972,235,45,NA,202,NA
18973,235,46,NA,201,NA
18974,235,47,NA,184,NA
18975,235,48,NA,227,NA
18976,235,49,NA,237,NA
18977,235,50,NA,249,NA
18978,235,51,NA,263,NA
18979,235,52,NA,237,NA
18980,235,53,NA,258,NA
18981,235,54,NA,300,NA
18982,235,55,NA,298,NA
18983,235,56,NA,329,NA
18984,235,57,NA,309,NA
18985,235,58,NA,311,NA
18986,235,59,NA,276,NA
18987,235,60,NA,328,NA
18988,235,61,NA,326,NA
18989,235,62,NA,368,NA
18990,235,63,NA,343,NA
18991,235,64,NA,340,NA
18992,235,65,NA,356,NA
18993,235,66,NA,351,NA
18994,235,67,NA,397,NA
18995,235,68,NA,362,NA
18996,235,69,NA,360,NA
18997,235,70,NA,397,NA
18998,235,71,NA,403,NA
18999,235,72,NA,404,NA
19000,235,73,NA,423,NA
19001,235,74,NA,399,NA
19002,235,75,NA,425,NA
19003,235,76,NA,415,NA
19004,235,77,NA,392,NA
19005,235,78,NA,422,NA
19006,235,79,NA,453,NA
19007,235,80,NA,422,NA
19008,235,81,NA,390,NA
19009,235,82,NA,420,NA
19010,235,83,NA,427,NA
19011,235,84,NA,420,NA
19012,235,85,NA,401,NA
19013,235,86,NA,357,NA
19014,235,87,NA,431,NA
19015,235,88,NA,382,NA
19016,235,89,NA,377,NA
19017,235,90,NA,382,NA
19018,235,91,NA,358,NA
19019,235,92,NA,374,NA
19020,235,93,NA,375,NA
19021,235,94,NA,401,NA
19022,235,95,NA,349,NA
19023,235,96,NA,358,NA
19024,235,97,NA,333,NA
19025,235,98,NA,353,NA
19026,235,99,NA,349,NA
19027,235,100,NA,357,NA
19028,235,101,NA,329,NA
19029,235,102,NA,290,NA
19030,235,103,NA,303,NA
19031,235,104,NA,338,NA
19032,235,105,NA,310,NA
19033,235,106,NA,296,NA
19034,235,107,NA,282,NA
19035,235,108,NA,262,NA
19036,235,109,NA,256,NA
19037,235,110,NA,290,NA
19038,235,111,NA,249,NA
19039,235,112,NA,237,NA
19040,235,113,NA,234,NA
19041,235,114,NA,194,NA
19042,235,115,NA,208,NA
19043,235,116,NA,212,NA
19044,235,117,NA,207,NA
19045,235,118,NA,199,NA
19046,235,119,NA,211,NA
19047,235,120,NA,178,NA
19048,235,121,NA,166,NA
19049,235,122,NA,179,NA
19050,235,123,NA,173,NA
19051,235,124,NA,154,NA
19052,235,125,NA,173,NA
19053,235,126,NA,152,NA
19054,235,127,NA,152,NA
19055,235,128,NA,134,NA
19056,235,129,NA,142,NA
19057,235,130,NA,104,NA
19058,235,131,NA,110,NA
19059,235,132,NA,115,NA
19060,235,133,NA,126,NA
19061,235,134,NA,106,NA
19062,235,135,NA,96,NA
19063,235,136,NA,93,NA
19064,235,137,NA,96,NA
19065,235,138,NA,70,NA
19066,235,139,NA,78,NA
19067,235,140,NA,82,NA
19068,235,141,NA,77,NA
19069,235,142,NA,61,NA
19070,235,143,NA,71,NA
19071,235,144,NA,67,NA
19072,235,145,NA,68,NA
19073,235,146,NA,59,NA
19074,235,147,NA,51,NA
19075,235,148,NA,45,NA
19076,235,149,NA,63,NA
19077,235,150,NA,44,NA
19078,235,151,NA,64,NA
19079,235,152,NA,33,NA
19080,235,153,NA,49,NA
19081,235,154,NA,50,NA
19082,235,155,NA,48,NA
19083,235,156,NA,48,NA
19084,235,157,NA,39,NA
19085,235,158,NA,26,NA
19086,235,159,NA,39,NA
19087,235,160,NA,35,NA
19088,235,161,NA,29,NA
19089,235,162,NA,22,NA
19090,235,163,NA,34,NA
19091,235,164,NA,21,NA
19092,236,4,1,NA,NA
19093,237,1,NA,1,NA
19094,237,2,NA,3,NA
19095,237,3,NA,2,NA
19096,237,4,NA,NA,NA
19097,237,5,NA,1,NA
19098,237,6,NA,4,NA
19099,237,7,NA,4,NA
19100,237,8,NA,10,NA
19101,237,9,NA,12,NA
19102,237,10,NA,10,NA
19103,237,11,NA,6,NA
19104,237,12,NA,5,NA
19105,237,13,NA,15,NA
19106,237,14,NA,11,NA
19107,237,15,NA,15,NA
19108,237,16,NA,19,NA
19109,237,17,NA,15,NA
19110,237,18,NA,30,NA
19111,237,19,NA,23,NA
19112,237,20,NA,28,NA
19113,237,21,NA,29,NA
19114,237,22,NA,40,NA
19115,237,23,NA,47,NA
19116,237,24,NA,53,NA
19117,237,25,NA,52,NA
19118,237,26,NA,59,NA
19119,237,27,NA,63,NA
19120,237,28,NA,68,NA
19121,237,29,NA,74,NA
19122,237,30,NA,86,NA
19123,237,31,NA,87,NA
19124,237,32,NA,72,NA
19125,237,33,NA,96,NA
19126,237,34,NA,100,NA
19127,237,35,NA,99,NA
19128,237,36,NA,123,NA
19129,237,37,NA,126,NA
19130,237,38,NA,134,NA
19131,237,39,NA,138,NA
19132,237,40,NA,135,NA
19133,237,41,NA,159,NA
19134,237,42,NA,152,NA
19135,237,43,NA,171,NA
19136,237,44,NA,193,NA
19137,237,45,NA,202,NA
19138,237,46,NA,201,NA
19139,237,47,NA,184,NA
19140,237,48,NA,227,NA
19141,237,49,NA,237,NA
19142,237,50,NA,249,NA
19143,237,51,NA,263,NA
19144,237,52,NA,237,NA
19145,237,53,NA,258,NA
19146,237,54,NA,300,NA
19147,237,55,NA,298,NA
19148,237,56,NA,329,NA
19149,237,57,NA,309,NA
19150,237,58,NA,311,NA
19151,237,59,NA,276,NA
19152,237,60,NA,328,NA
19153,237,61,NA,326,NA
19154,237,62,NA,368,NA
19155,237,63,NA,343,NA
19156,237,64,NA,340,NA
19157,237,65,NA,356,NA
19158,237,66,NA,351,NA
19159,237,67,NA,397,NA
19160,237,68,NA,362,NA
19161,237,69,NA,360,NA
19162,237,70,NA,397,NA
19163,237,71,NA,403,NA
19164,237,72,NA,404,NA
19165,237,73,NA,423,NA
19166,237,74,NA,399,NA
19167,237,75,NA,425,NA
19168,237,76,NA,415,NA
19169,237,77,NA,392,NA
19170,237,78,NA,422,NA
19171,237,79,NA,453,NA
19172,237,80,NA,422,NA
19173,237,81,NA,390,NA
19174,237,82,NA,420,NA
19175,237,83,NA,427,NA
19176,237,84,NA,420,NA
19177,237,85,NA,401,NA
19178,237,86,NA,357,NA
19179,237,87,NA,431,NA
19180,237,88,NA,382,NA
19181,237,89,NA,377,NA
19182,237,90,NA,382,NA
19183,237,91,NA,358,NA
19184,237,92,NA,374,NA
19185,237,93,NA,375,NA
19186,237,94,NA,401,NA
19187,237,95,NA,349,NA
19188,237,96,NA,358,NA
19189,237,97,NA,333,NA
19190,237,98,NA,353,NA
19191,237,99,NA,349,NA
19192,237,100,NA,357,NA
19193,237,101,NA,329,NA
19194,237,102,NA,290,NA
19195,237,103,NA,303,NA
19196,237,104,NA,338,NA
19197,237,105,NA,310,NA
19198,237,106,NA,296,NA
19199,237,107,NA,282,NA
19200,237,108,NA,262,NA
19201,237,109,NA,256,NA
19202,237,110,NA,290,NA
19203,237,111,NA,249,NA
19204,237,112,NA,237,NA
19205,237,113,NA,234,NA
19206,237,114,NA,194,NA
19207,237,115,NA,208,NA
19208,237,116,NA,212,NA
19209,237,117,NA,207,NA
19210,237,118,NA,199,NA
19211,237,119,NA,211,NA
19212,237,120,NA,178,NA
19213,237,121,NA,166,NA
19214,237,122,NA,179,NA
19215,237,123,NA,173,NA
19216,237,124,NA,154,NA
19217,237,125,NA,173,NA
19218,237,126,NA,152,NA
19219,237,127,NA,152,NA
19220,237,128,NA,134,NA
19221,237,129,NA,142,NA
19222,237,130,NA,104,NA
19223,237,131,NA,110,NA
19224,237,132,NA,115,NA
19225,237,133,NA,126,NA
19226,237,134,NA,106,NA
19227,237,135,NA,96,NA
19228,237,136,NA,93,NA
19229,237,137,NA,96,NA
19230,237,138,NA,70,NA
19231,237,139,NA,78,NA
19232,237,140,NA,82,NA
19233,237,141,NA,77,NA
19234,237,142,NA,61,NA
19235,237,143,NA,71,NA
19236,237,144,NA,67,NA
19237,237,145,NA,68,NA
19238,237,146,NA,59,NA
19239,237,147,NA,51,NA
19240,237,148,NA,45,NA
19241,237,149,NA,63,NA
19242,237,150,NA,44,NA
19243,237,151,NA,64,NA
19244,237,152,NA,33,NA
19245,237,153,NA,49,NA
19246,237,154,NA,50,NA
19247,237,155,NA,48,NA
19248,237,156,NA,48,NA
19249,237,157,NA,39,NA
19250,237,158,NA,26,NA
19251,237,159,NA,39,NA
19252,237,160,NA,35,NA
19253,237,161,NA,29,NA
19254,237,162,NA,22,NA
19255,237,163,NA,34,NA
