Rank,Win.Points,Loss.Points,n.win,n.loss,total
17394,217,115,NA,208,NA
17395,217,116,NA,212,NA
17396,217,117,NA,207,NA
17397,217,118,NA,199,NA
17398,217,119,NA,211,NA
17399,217,120,NA,178,NA
17400,217,121,NA,166,NA
17401,217,122,NA,179,NA
17402,217,123,NA,173,NA
17403,217,124,NA,154,NA
17404,217,125,NA,173,NA
17405,217,126,NA,152,NA
17406,217,127,NA,152,NA
17407,217,128,NA,134,NA
17408,217,129,NA,142,NA
17409,217,130,NA,104,NA
17410,217,131,NA,110,NA
17411,217,132,NA,115,NA
17412,217,133,NA,126,NA
17413,217,134,NA,106,NA
17414,217,135,NA,96,NA
17415,217,136,NA,93,NA
17416,217,137,NA,96,NA
17417,217,138,NA,70,NA
17418,217,139,NA,78,NA
17419,217,140,NA,82,NA
17420,217,141,NA,77,NA
17421,217,142,NA,61,NA
17422,217,143,NA,71,NA
17423,217,144,NA,67,NA
17424,217,145,NA,68,NA
17425,217,146,NA,59,NA
17426,217,147,NA,51,NA
17427,217,148,NA,45,NA
17428,217,149,NA,63,NA
17429,217,150,NA,44,NA
17430,217,151,NA,64,NA
17431,217,152,NA,33,NA
17432,217,153,NA,49,NA
17433,217,154,NA,50,NA
17434,217,155,NA,48,NA
17435,217,156,NA,48,NA
17436,217,157,NA,39,NA
17437,217,158,NA,26,NA
17438,217,159,NA,39,NA
17439,217,160,NA,35,NA
17440,217,161,NA,29,NA
17441,217,162,NA,22,NA
17442,217,163,NA,34,NA
17443,217,164,NA,21,NA
17444,218,1,NA,1,NA
17445,218,2,NA,3,NA
17446,218,3,NA,2,NA
17447,218,4,NA,NA,NA
17448,218,5,NA,1,NA
17449,218,6,NA,4,NA
17450,218,7,NA,4,NA
17451,218,8,NA,10,NA
17452,218,9,NA,12,NA
17453,218,10,NA,10,NA
17454,218,11,NA,6,NA
17455,218,12,NA,5,NA
17456,218,13,NA,15,NA
17457,218,14,NA,11,NA
17458,218,15,NA,15,NA
17459,218,16,NA,19,NA
17460,218,17,NA,15,NA
17461,218,18,NA,30,NA
17462,218,19,NA,23,NA
17463,218,20,NA,28,NA
17464,218,21,NA,29,NA
17465,218,22,NA,40,NA
17466,218,23,NA,47,NA
17467,218,24,NA,53,NA
17468,218,25,NA,52,NA
17469,218,26,NA,59,NA
17470,218,27,NA,63,NA
17471,218,28,NA,68,NA
17472,218,29,NA,74,NA
17473,218,30,NA,86,NA
17474,218,31,NA,87,NA
17475,218,32,NA,72,NA
17476,218,33,NA,96,NA
17477,218,34,NA,100,NA
17478,218,35,NA,99,NA
17479,218,36,NA,123,NA
17480,218,37,NA,126,NA
17481,218,38,NA,134,NA
17482,218,39,NA,138,NA
17483,218,40,NA,135,NA
17484,218,41,NA,159,NA
17485,218,42,NA,152,NA
17486,218,43,NA,171,NA
17487,218,44,NA,193,NA
17488,218,45,NA,202,NA
17489,218,46,NA,201,NA
17490,218,47,NA,184,NA
17491,218,48,NA,227,NA
17492,218,49,NA,237,NA
17493,218,50,NA,249,NA
17494,218,51,NA,263,NA
17495,218,52,NA,237,NA
17496,218,53,NA,258,NA
17497,218,54,NA,300,NA
17498,218,55,NA,298,NA
17499,218,56,NA,329,NA
17500,218,57,NA,309,NA
17501,218,58,NA,311,NA
17502,218,59,NA,276,NA
17503,218,60,NA,328,NA
17504,218,61,NA,326,NA
17505,218,62,NA,368,NA
17506,218,63,NA,343,NA
17507,218,64,NA,340,NA
17508,218,65,NA,356,NA
17509,218,66,NA,351,NA
17510,218,67,NA,397,NA
17511,218,68,NA,362,NA
17512,218,69,NA,360,NA
17513,218,70,NA,397,NA
17514,218,71,NA,403,NA
17515,218,72,NA,404,NA
17516,218,73,NA,423,NA
17517,218,74,NA,399,NA
17518,218,75,NA,425,NA
17519,218,76,NA,415,NA
17520,218,77,NA,392,NA
17521,218,78,NA,422,NA
17522,218,79,NA,453,NA
17523,218,80,NA,422,NA
17524,218,81,NA,390,NA
17525,218,82,NA,420,NA
17526,218,83,NA,427,NA
17527,218,84,NA,420,NA
17528,218,85,NA,401,NA
17529,218,86,NA,357,NA
17530,218,87,NA,431,NA
17531,218,88,NA,382,NA
17532,218,89,NA,377,NA
17533,218,90,NA,382,NA
17534,218,91,NA,358,NA
17535,218,92,NA,374,NA
17536,218,93,NA,375,NA
17537,218,94,NA,401,NA
17538,218,95,NA,349,NA
17539,218,96,NA,358,NA
17540,218,97,NA,333,NA
17541,218,98,NA,353,NA
17542,218,99,NA,349,NA
17543,218,100,NA,357,NA
17544,218,101,NA,329,NA
17545,218,102,NA,290,NA
17546,218,103,NA,303,NA
17547,218,104,NA,338,NA
17548,218,105,NA,310,NA
17549,218,106,NA,296,NA
17550,218,107,NA,282,NA
17551,218,108,NA,262,NA
17552,218,109,NA,256,NA
17553,218,110,NA,290,NA
17554,218,111,NA,249,NA
17555,218,112,NA,237,NA
17556,218,113,NA,234,NA
17557,218,114,NA,194,NA
17558,218,115,NA,208,NA
17559,218,116,NA,212,NA
17560,218,117,NA,207,NA
17561,218,118,NA,199,NA
17562,218,119,NA,211,NA
17563,218,120,NA,178,NA
17564,218,121,NA,166,NA
17565,218,122,NA,179,NA
17566,218,123,NA,173,NA
17567,218,124,NA,154,NA
17568,218,125,NA,173,NA
17569,218,126,NA,152,NA
17570,218,127,NA,152,NA
17571,218,128,NA,134,NA
17572,218,129,NA,142,NA
17573,218,130,NA,104,NA
17574,218,131,NA,110,NA
17575,218,132,NA,115,NA
17576,218,133,NA,126,NA
17577,218,134,NA,106,NA
17578,218,135,NA,96,NA
17579,218,136,NA,93,NA
17580,218,137,NA,96,NA
17581,218,138,NA,70,NA
17582,218,139,NA,78,NA
17583,218,140,NA,82,NA
17584,218,141,NA,77,NA
17585,218,142,NA,61,NA
17586,218,143,NA,71,NA
17587,218,144,NA,67,NA
17588,218,145,NA,68,NA
17589,218,146,NA,59,NA
17590,218,147,NA,51,NA
17591,218,148,NA,45,NA
17592,218,149,NA,63,NA
17593,218,150,NA,44,NA
17594,218,151,NA,64,NA
17595,218,152,NA,33,NA
17596,218,153,NA,49,NA
17597,218,154,NA,50,NA
17598,218,155,NA,48,NA
17599,218,156,NA,48,NA
17600,218,157,NA,39,NA
17601,218,158,NA,26,NA
17602,218,159,NA,39,NA
17603,218,160,NA,35,NA
17604,218,161,NA,29,NA
17605,218,162,NA,22,NA
17606,218,163,NA,34,NA
17607,218,164,NA,21,NA
17608,219,4,1,NA,NA
17609,220,4,1,NA,NA
17610,221,1,NA,1,NA
17611,221,2,NA,3,NA
17612,221,3,NA,2,NA
17613,221,4,NA,NA,NA
17614,221,5,NA,1,NA
17615,221,6,NA,4,NA
17616,221,7,NA,4,NA
17617,221,8,NA,10,NA
17618,221,9,NA,12,NA
17619,221,10,NA,10,NA
17620,221,11,NA,6,NA
17621,221,12,NA,5,NA
17622,221,13,NA,15,NA
17623,221,14,NA,11,NA
17624,221,15,NA,15,NA
17625,221,16,NA,19,NA
17626,221,17,NA,15,NA
17627,221,18,NA,30,NA
17628,221,19,NA,23,NA
17629,221,20,NA,28,NA
17630,221,21,NA,29,NA
17631,221,22,NA,40,NA
17632,221,23,NA,47,NA
17633,221,24,NA,53,NA
17634,221,25,NA,52,NA
17635,221,26,NA,59,NA
17636,221,27,NA,63,NA
17637,221,28,NA,68,NA
17638,221,29,NA,74,NA
17639,221,30,NA,86,NA
17640,221,31,NA,87,NA
17641,221,32,NA,72,NA
17642,221,33,NA,96,NA
17643,221,34,NA,100,NA
17644,221,35,NA,99,NA
17645,221,36,NA,123,NA
17646,221,37,NA,126,NA
17647,221,38,NA,134,NA
17648,221,39,NA,138,NA
17649,221,40,NA,135,NA
17650,221,41,NA,159,NA
17651,221,42,NA,152,NA
17652,221,43,NA,171,NA
17653,221,44,NA,193,NA
17654,221,45,NA,202,NA
17655,221,46,NA,201,NA
17656,221,47,NA,184,NA
17657,221,48,NA,227,NA
17658,221,49,NA,237,NA
17659,221,50,NA,249,NA
17660,221,51,NA,263,NA
17661,221,52,NA,237,NA
17662,221,53,NA,258,NA
17663,221,54,NA,300,NA
17664,221,55,NA,298,NA
17665,221,56,NA,329,NA
17666,221,57,NA,309,NA
17667,221,58,NA,311,NA
17668,221,59,NA,276,NA
17669,221,60,NA,328,NA
17670,221,61,NA,326,NA
17671,221,62,NA,368,NA
17672,221,63,NA,343,NA
17673,221,64,NA,340,NA
17674,221,65,NA,356,NA
17675,221,66,NA,351,NA
17676,221,67,NA,397,NA
17677,221,68,NA,362,NA
17678,221,69,NA,360,NA
17679,221,70,NA,397,NA
17680,221,71,NA,403,NA
17681,221,72,NA,404,NA
17682,221,73,NA,423,NA
17683,221,74,NA,399,NA
17684,221,75,NA,425,NA
17685,221,76,NA,415,NA
17686,221,77,NA,392,NA
17687,221,78,NA,422,NA
17688,221,79,NA,453,NA
17689,221,80,NA,422,NA
17690,221,81,NA,390,NA
17691,221,82,NA,420,NA
17692,221,83,NA,427,NA
17693,221,84,NA,420,NA
17694,221,85,NA,401,NA
17695,221,86,NA,357,NA
17696,221,87,NA,431,NA
17697,221,88,NA,382,NA
17698,221,89,NA,377,NA
17699,221,90,NA,382,NA
17700,221,91,NA,358,NA
17701,221,92,NA,374,NA
17702,221,93,NA,375,NA
17703,221,94,NA,401,NA
17704,221,95,NA,349,NA
17705,221,96,NA,358,NA
17706,221,97,NA,333,NA
17707,221,98,NA,353,NA
17708,221,99,NA,349,NA
17709,221,100,NA,357,NA
17710,221,101,NA,329,NA
17711,221,102,NA,290,NA
17712,221,103,NA,303,NA
17713,221,104,NA,338,NA
17714,221,105,NA,310,NA
17715,221,106,NA,296,NA
17716,221,107,NA,282,NA
17717,221,108,NA,262,NA
17718,221,109,NA,256,NA
17719,221,110,NA,290,NA
17720,221,111,NA,249,NA
17721,221,112,NA,237,NA
17722,221,113,NA,234,NA
17723,221,114,NA,194,NA
17724,221,115,NA,208,NA
17725,221,116,NA,212,NA
17726,221,117,NA,207,NA
17727,221,118,NA,199,NA
17728,221,119,NA,211,NA
17729,221,120,NA,178,NA
17730,221,121,NA,166,NA
17731,221,122,NA,179,NA
17732,221,123,NA,173,NA
17733,221,124,NA,154,NA
17734,221,125,NA,173,NA
17735,221,126,NA,152,NA
17736,221,127,NA,152,NA
17737,221,128,NA,134,NA
17738,221,129,NA,142,NA
17739,221,130,NA,104,NA
17740,221,131,NA,110,NA
17741,221,132,NA,115,NA
17742,221,133,NA,126,NA
17743,221,134,NA,106,NA
17744,221,135,NA,96,NA
17745,221,136,NA,93,NA
17746,221,137,NA,96,NA
17747,221,138,NA,70,NA
17748,221,139,NA,78,NA
17749,221,140,NA,82,NA
17750,221,141,NA,77,NA
17751,221,142,NA,61,NA
17752,221,143,NA,71,NA
17753,221,144,NA,67,NA
17754,221,145,NA,68,NA
17755,221,146,NA,59,NA
17756,221,147,NA,51,NA
17757,221,148,NA,45,NA
17758,221,149,NA,63,NA
17759,221,150,NA,44,NA
17760,221,151,NA,64,NA
17761,221,152,NA,33,NA
17762,221,153,NA,49,NA
17763,221,154,NA,50,NA
17764,221,155,NA,48,NA
17765,221,156,NA,48,NA
17766,221,157,NA,39,NA
17767,221,158,NA,26,NA
17768,221,159,NA,39,NA
17769,221,160,NA,35,NA
17770,221,161,NA,29,NA
17771,221,162,NA,22,NA
17772,221,163,NA,34,NA
17773,221,164,NA,21,NA
17774,222,4,2,NA,NA
17775,223,1,NA,1,NA
17776,223,2,NA,3,NA
17777,223,3,NA,2,NA
17778,223,4,NA,NA,NA
17779,223,5,NA,1,NA
17780,223,6,NA,4,NA
17781,223,7,NA,4,NA
17782,223,8,NA,10,NA
17783,223,9,NA,12,NA
17784,223,10,NA,10,NA
17785,223,11,NA,6,NA
17786,223,12,NA,5,NA
17787,223,13,NA,15,NA
17788,223,14,NA,11,NA
17789,223,15,NA,15,NA
17790,223,16,NA,19,NA
17791,223,17,NA,15,NA
17792,223,18,NA,30,NA
17793,223,19,NA,23,NA
17794,223,20,NA,28,NA
17795,223,21,NA,29,NA
17796,223,22,NA,40,NA
17797,223,23,NA,47,NA
17798,223,24,NA,53,NA
17799,223,25,NA,52,NA
17800,223,26,NA,59,NA
17801,223,27,NA,63,NA
17802,223,28,NA,68,NA
17803,223,29,NA,74,NA
17804,223,30,NA,86,NA
17805,223,31,NA,87,NA
17806,223,32,NA,72,NA
17807,223,33,NA,96,NA
17808,223,34,NA,100,NA
17809,223,35,NA,99,NA
17810,223,36,NA,123,NA
17811,223,37,NA,126,NA
17812,223,38,NA,134,NA
17813,223,39,NA,138,NA
17814,223,40,NA,135,NA
17815,223,41,NA,159,NA
17816,223,42,NA,152,NA
17817,223,43,NA,171,NA
17818,223,44,NA,193,NA
17819,223,45,NA,202,NA
17820,223,46,NA,201,NA
17821,223,47,NA,184,NA
17822,223,48,NA,227,NA
17823,223,49,NA,237,NA
17824,223,50,NA,249,NA
17825,223,51,NA,263,NA
17826,223,52,NA,237,NA
17827,223,53,NA,258,NA
17828,223,54,NA,300,NA
17829,223,55,NA,298,NA
17830,223,56,NA,329,NA
17831,223,57,NA,309,NA
17832,223,58,NA,311,NA
17833,223,59,NA,276,NA
17834,223,60,NA,328,NA
17835,223,61,NA,326,NA
17836,223,62,NA,368,NA
17837,223,63,NA,343,NA
17838,223,64,NA,340,NA
17839,223,65,NA,356,NA
17840,223,66,NA,351,NA
17841,223,67,NA,397,NA
17842,223,68,NA,362,NA
17843,223,69,NA,360,NA
17844,223,70,NA,397,NA
17845,223,71,NA,403,NA
17846,223,72,NA,404,NA
17847,223,73,NA,423,NA
17848,223,74,NA,399,NA
17849,223,75,NA,425,NA
17850,223,76,NA,415,NA
17851,223,77,NA,392,NA
17852,223,78,NA,422,NA
17853,223,79,NA,453,NA
17854,223,80,NA,422,NA
17855,223,81,NA,390,NA
17856,223,82,NA,420,NA
17857,223,83,NA,427,NA
17858,223,84,NA,420,NA
17859,223,85,NA,401,NA
17860,223,86,NA,357,NA
17861,223,87,NA,431,NA
17862,223,88,NA,382,NA
17863,223,89,NA,377,NA
17864,223,90,NA,382,NA
17865,223,91,NA,358,NA
17866,223,92,NA,374,NA
17867,223,93,NA,375,NA
17868,223,94,NA,401,NA
17869,223,95,NA,349,NA
17870,223,96,NA,358,NA
17871,223,97,NA,333,NA
17872,223,98,NA,353,NA
17873,223,99,NA,349,NA
17874,223,100,NA,357,NA
17875,223,101,NA,329,NA
17876,223,102,NA,290,NA
17877,223,103,NA,303,NA
17878,223,104,NA,338,NA
17879,223,105,NA,310,NA
17880,223,106,NA,296,NA
17881,223,107,NA,282,NA
17882,223,108,NA,262,NA
17883,223,109,NA,256,NA
17884,223,110,NA,290,NA
17885,223,111,NA,249,NA
17886,223,112,NA,237,NA
17887,223,113,NA,234,NA
17888,223,114,NA,194,NA
17889,223,115,NA,208,NA
17890,223,116,NA,212,NA
17891,223,117,NA,207,NA
17892,223,118,NA,199,NA
17893,223,119,NA,211,NA
17894,223,120,NA,178,NA
17895,223,121,NA,166,NA
17896,223,122,NA,179,NA
17897,223,123,NA,173,NA
17898,223,124,NA,154,NA
17899,223,125,NA,173,NA
17900,223,126,NA,152,NA
17901,223,127,NA,152,NA
17902,223,128,NA,134,NA
17903,223,129,NA,142,NA
17904,223,130,NA,104,NA
17905,223,131,NA,110,NA
17906,223,132,NA,115,NA
17907,223,133,NA,126,NA
17908,223,134,NA,106,NA
17909,223,135,NA,96,NA
17910,223,136,NA,93,NA
17911,223,137,NA,96,NA
17912,223,138,NA,70,NA
17913,223,139,NA,78,NA
17914,223,140,NA,82,NA
17915,223,141,NA,77,NA
17916,223,142,NA,61,NA
17917,223,143,NA,71,NA
17918,223,144,NA,67,NA
17919,223,145,NA,68,NA
17920,223,146,NA,59,NA
17921,223,147,NA,51,NA
17922,223,148,NA,45,NA
17923,223,149,NA,63,NA
17924,223,150,NA,44,NA
17925,223,151,NA,64,NA
17926,223,152,NA,33,NA
17927,223,153,NA,49,NA
17928,223,154,NA,50,NA
17929,223,155,NA,48,NA
17930,223,156,NA,48,NA
17931,223,157,NA,39,NA
17932,223,158,NA,26,NA
17933,223,159,NA,39,NA
17934,223,160,NA,35,NA
17935,223,161,NA,29,NA
17936,223,162,NA,22,NA
17937,223,163,NA,34,NA
17938,223,164,NA,21,NA
17939,224,1,NA,1,NA
17940,224,2,NA,3,NA
17941,224,3,NA,2,NA
17942,224,4,NA,NA,NA
17943,224,5,NA,1,NA
17944,224,6,NA,4,NA
17945,224,7,NA,4,NA
17946,224,8,NA,10,NA
17947,224,9,NA,12,NA
17948,224,10,NA,10,NA
17949,224,11,NA,6,NA
17950,224,12,NA,5,NA
17951,224,13,NA,15,NA
17952,224,14,NA,11,NA
17953,224,15,NA,15,NA
17954,224,16,NA,19,NA
17955,224,17,NA,15,NA
17956,224,18,NA,30,NA
17957,224,19,NA,23,NA
17958,224,20,NA,28,NA
17959,224,21,NA,29,NA
17960,224,22,NA,40,NA
17961,224,23,NA,47,NA
17962,224,24,NA,53,NA
17963,224,25,NA,52,NA
17964,224,26,NA,59,NA
17965,224,27,NA,63,NA
17966,224,28,NA,68,NA
17967,224,29,NA,74,NA
17968,224,30,NA,86,NA
17969,224,31,NA,87,NA
17970,224,32,NA,72,NA
17971,224,33,NA,96,NA
17972,224,34,NA,100,NA
17973,224,35,NA,99,NA
17974,224,36,NA,123,NA
17975,224,37,NA,126,NA
17976,224,38,NA,134,NA
17977,224,39,NA,138,NA
17978,224,40,NA,135,NA
17979,224,41,NA,159,NA
17980,224,42,NA,152,NA
17981,224,43,NA,171,NA
17982,224,44,NA,193,NA
17983,224,45,NA,202,NA
17984,224,46,NA,201,NA
17985,224,47,NA,184,NA
17986,224,48,NA,227,NA
17987,224,49,NA,237,NA
17988,224,50,NA,249,NA
17989,224,51,NA,263,NA
17990,224,52,NA,237,NA
17991,224,53,NA,258,NA
17992,224,54,NA,300,NA
17993,224,55,NA,298,NA
17994,224,56,NA,329,NA
17995,224,57,NA,309,NA
17996,224,58,NA,311,NA
17997,224,59,NA,276,NA
17998,224,60,NA,328,NA
17999,224,61,NA,326,NA
18000,224,62,NA,368,NA
18001,224,63,NA,343,NA
18002,224,64,NA,340,NA
18003,224,65,NA,356,NA
18004,224,66,NA,351,NA
18005,224,67,NA,397,NA
18006,224,68,NA,362,NA
18007,224,69,NA,360,NA
18008,224,70,NA,397,NA
18009,224,71,NA,403,NA
18010,224,72,NA,404,NA
18011,224,73,NA,423,NA
18012,224,74,NA,399,NA
18013,224,75,NA,425,NA
18014,224,76,NA,415,NA
18015,224,77,NA,392,NA
18016,224,78,NA,422,NA
18017,224,79,NA,453,NA
18018,224,80,NA,422,NA
18019,224,81,NA,390,NA
18020,224,82,NA,420,NA
18021,224,83,NA,427,NA
18022,224,84,NA,420,NA
18023,224,85,NA,401,NA
18024,224,86,NA,357,NA
18025,224,87,NA,431,NA
18026,224,88,NA,382,NA
18027,224,89,NA,377,NA
18028,224,90,NA,382,NA
18029,224,91,NA,358,NA
18030,224,92,NA,374,NA
18031,224,93,NA,375,NA
18032,224,94,NA,401,NA
18033,224,95,NA,349,NA
18034,224,96,NA,358,NA
18035,224,97,NA,333,NA
18036,224,98,NA,353,NA
18037,224,99,NA,349,NA
18038,224,100,NA,357,NA
18039,224,101,NA,329,NA
18040,224,102,NA,290,NA
18041,224,103,NA,303,NA
18042,224,104,NA,338,NA
18043,224,105,NA,310,NA
18044,224,106,NA,296,NA
18045,224,107,NA,282,NA
18046,224,108,NA,262,NA
18047,224,109,NA,256,NA
18048,224,110,NA,290,NA
18049,224,111,NA,249,NA
18050,224,112,NA,237,NA
18051,224,113,NA,234,NA
18052,224,114,NA,194,NA
18053,224,115,NA,208,NA
18054,224,116,NA,212,NA
18055,224,117,NA,207,NA
18056,224,118,NA,199,NA
18057,224,119,NA,211,NA
18058,224,120,NA,178,NA
18059,224,121,NA,166,NA
18060,224,122,NA,179,NA
18061,224,123,NA,173,NA
18062,224,124,NA,154,NA
18063,224,125,NA,173,NA
18064,224,126,NA,152,NA
18065,224,127,NA,152,NA
18066,224,128,NA,134,NA
18067,224,129,NA,142,NA
18068,224,130,NA,104,NA
18069,224,131,NA,110,NA
18070,224,132,NA,115,NA
18071,224,133,NA,126,NA
18072,224,134,NA,106,NA
18073,224,135,NA,96,NA
18074,224,136,NA,93,NA
18075,224,137,NA,96,NA
18076,224,138,NA,70,NA
18077,224,139,NA,78,NA
18078,224,140,NA,82,NA
18079,224,141,NA,77,NA
18080,224,142,NA,61,NA
18081,224,143,NA,71,NA
18082,224,144,NA,67,NA
18083,224,145,NA,68,NA
18084,224,146,NA,59,NA
18085,224,147,NA,51,NA
18086,224,148,NA,45,NA
18087,224,149,NA,63,NA
18088,224,150,NA,44,NA
18089,224,151,NA,64,NA
18090,224,152,NA,33,NA
18091,224,153,NA,49,NA
18092,224,154,NA,50,NA
18093,224,155,NA,48,NA
18094,224,156,NA,48,NA
18095,224,157,NA,39,NA
18096,224,158,NA,26,NA
18097,224,159,NA,39,NA
18098,224,160,NA,35,NA
18099,224,161,NA,29,NA
18100,224,162,NA,22,NA
18101,224,163,NA,34,NA
18102,224,164,NA,21,NA
18103,225,4,1,NA,NA
18104,226,1,NA,1,NA
18105,226,2,NA,3,NA
18106,226,3,NA,2,NA
18107,226,4,NA,NA,NA
18108,226,5,NA,1,NA
18109,226,6,NA,4,NA
18110,226,7,NA,4,NA
18111,226,8,NA,10,NA
18112,226,9,NA,12,NA
18113,226,10,NA,10,NA
18114,226,11,NA,6,NA
18115,226,12,NA,5,NA
18116,226,13,NA,15,NA
18117,226,14,NA,11,NA
18118,226,15,NA,15,NA
18119,226,16,NA,19,NA
18120,226,17,NA,15,NA
18121,226,18,NA,30,NA
18122,226,19,NA,23,NA
18123,226,20,NA,28,NA
18124,226,21,NA,29,NA
18125,226,22,NA,40,NA
18126,226,23,NA,47,NA
18127,226,24,NA,53,NA
18128,226,25,NA,52,NA
18129,226,26,NA,59,NA
18130,226,27,NA,63,NA
18131,226,28,NA,68,NA
18132,226,29,NA,74,NA
18133,226,30,NA,86,NA
18134,226,31,NA,87,NA
18135,226,32,NA,72,NA
18136,226,33,NA,96,NA
18137,226,34,NA,100,NA
18138,226,35,NA,99,NA
18139,226,36,NA,123,NA
18140,226,37,NA,126,NA
18141,226,38,NA,134,NA
18142,226,39,NA,138,NA
18143,226,40,NA,135,NA
18144,226,41,NA,159,NA
18145,226,42,NA,152,NA
18146,226,43,NA,171,NA
18147,226,44,NA,193,NA
18148,226,45,NA,202,NA
18149,226,46,NA,201,NA
18150,226,47,NA,184,NA
18151,226,48,NA,227,NA
18152,226,49,NA,237,NA
18153,226,50,NA,249,NA
18154,226,51,NA,263,NA
18155,226,52,NA,237,NA
18156,226,53,NA,258,NA
18157,226,54,NA,300,NA
18158,226,55,NA,298,NA
18159,226,56,NA,329,NA
18160,226,57,NA,309,NA
18161,226,58,NA,311,NA
18162,226,59,NA,276,NA
18163,226,60,NA,328,NA
18164,226,61,NA,326,NA
18165,226,62,NA,368,NA
18166,226,63,NA,343,NA
18167,226,64,NA,340,NA
18168,226,65,NA,356,NA
18169,226,66,NA,351,NA
18170,226,67,NA,397,NA
18171,226,68,NA,362,NA
18172,226,69,NA,360,NA
18173,226,70,NA,397,NA
18174,226,71,NA,403,NA
18175,226,72,NA,404,NA
18176,226,73,NA,423,NA
18177,226,74,NA,399,NA
18178,226,75,NA,425,NA
18179,226,76,NA,415,NA
18180,226,77,NA,392,NA
18181,226,78,NA,422,NA
18182,226,79,NA,453,NA
18183,226,80,NA,422,NA
18184,226,81,NA,390,NA
18185,226,82,NA,420,NA
18186,226,83,NA,427,NA
18187,226,84,NA,420,NA
18188,226,85,NA,401,NA
18189,226,86,NA,357,NA
18190,226,87,NA,431,NA
18191,226,88,NA,382,NA
18192,226,89,NA,377,NA
18193,226,90,NA,382,NA
18194,226,91,NA,358,NA
18195,226,92,NA,374,NA
18196,226,93,NA,375,NA
18197,226,94,NA,401,NA
18198,226,95,NA,349,NA
18199,226,96,NA,358,NA
18200,226,97,NA,333,NA
18201,226,98,NA,353,NA
18202,226,99,NA,349,NA
18203,226,100,NA,357,NA
18204,226,101,NA,329,NA
18205,226,102,NA,290,NA
18206,226,103,NA,303,NA
18207,226,104,NA,338,NA
18208,226,105,NA,310,NA
18209,226,106,NA,296,NA
18210,226,107,NA,282,NA
18211,226,108,NA,262,NA
18212,226,109,NA,256,NA
18213,226,110,NA,290,NA
18214,226,111,NA,249,NA
18215,226,112,NA,237,NA
18216,226,113,NA,234,NA
18217,226,114,NA,194,NA
18218,226,115,NA,208,NA
18219,226,116,NA,212,NA
18220,226,117,NA,207,NA
18221,226,118,NA,199,NA
18222,226,119,NA,211,NA
18223,226,120,NA,178,NA
18224,226,121,NA,166,NA
18225,226,122,NA,179,NA
18226,226,123,NA,173,NA
18227,226,124,NA,154,NA
18228,226,125,NA,173,NA
18229,226,126,NA,152,NA
18230,226,127,NA,152,NA
18231,226,128,NA,134,NA
18232,226,129,NA,142,NA
18233,226,130,NA,104,NA
18234,226,131,NA,110,NA
18235,226,132,NA,115,NA
18236,226,133,NA,126,NA
18237,226,134,NA,106,NA
18238,226,135,NA,96,NA
18239,226,136,NA,93,NA
18240,226,137,NA,96,NA
18241,226,138,NA,70,NA
18242,226,139,NA,78,NA
18243,226,140,NA,82,NA
18244,226,141,NA,77,NA
18245,226,142,NA,61,NA
18246,226,143,NA,71,NA
18247,226,144,NA,67,NA
18248,226,145,NA,68,NA
18249,226,146,NA,59,NA
18250,226,147,NA,51,NA
18251,226,148,NA,45,NA
18252,226,149,NA,63,NA
18253,226,150,NA,44,NA
18254,226,151,NA,64,NA
18255,226,152,NA,33,NA
18256,226,153,NA,49,NA
18257,226,154,NA,50,NA
18258,226,155,NA,48,NA
18259,226,156,NA,48,NA
18260,226,157,NA,39,NA
18261,226,158,NA,26,NA
18262,226,159,NA,39,NA
18263,226,160,NA,35,NA
18264,226,161,NA,29,NA
18265,226,162,NA,22,NA
18266,226,163,NA,34,NA
18267,226,164,NA,21,NA
18268,227,1,NA,1,NA
18269,227,2,NA,3,NA
18270,227,3,NA,2,NA
18271,227,4,NA,NA,NA
18272,227,5,NA,1,NA
18273,227,6,NA,4,NA
18274,227,7,NA,4,NA
18275,227,8,NA,10,NA
18276,227,9,NA,12,NA
18277,227,10,NA,10,NA
18278,227,11,NA,6,NA
18279,227,12,NA,5,NA
18280,227,13,NA,15,NA
18281,227,14,NA,11,NA
18282,227,15,NA,15,NA
18283,227,16,NA,19,NA
18284,227,17,NA,15,NA
18285,227,18,NA,30,NA
18286,227,19,NA,23,NA
18287,227,20,NA,28,NA
18288,227,21,NA,29,NA
18289,227,22,NA,40,NA
18290,227,23,NA,47,NA
18291,227,24,NA,53,NA
18292,227,25,NA,52,NA
18293,227,26,NA,59,NA
18294,227,27,NA,63,NA
18295,227,28,NA,68,NA
18296,227,29,NA,74,NA
18297,227,30,NA,86,NA
18298,227,31,NA,87,NA
18299,227,32,NA,72,NA
18300,227,33,NA,96,NA
18301,227,34,NA,100,NA
18302,227,35,NA,99,NA
18303,227,36,NA,123,NA
18304,227,37,NA,126,NA
18305,227,38,NA,134,NA
18306,227,39,NA,138,NA
18307,227,40,NA,135,NA
18308,227,41,NA,159,NA
18309,227,42,NA,152,NA
18310,227,43,NA,171,NA
18311,227,44,NA,193,NA
18312,227,45,NA,202,NA
18313,227,46,NA,201,NA
18314,227,47,NA,184,NA
18315,227,48,NA,227,NA
18316,227,49,NA,237,NA
18317,227,50,NA,249,NA
18318,227,51,NA,263,NA
18319,227,52,NA,237,NA
18320,227,53,NA,258,NA
18321,227,54,NA,300,NA
18322,227,55,NA,298,NA
18323,227,56,NA,329,NA
18324,227,57,NA,309,NA
